Date,Description,Amount,Balance
18/01/2026,"TRANSFER TO APEX ELECTRICAL CONTRACTING",-1257.34,23605.05
19/01/2026,"VISA PURCHASE 19/01 MICROSOFT 365",-225.53,23379.52
19/01/2026,"TRANSFER 803531",-2954.41,20425.11
20/01/2026,"DIRECT CREDIT 955048 PACIFIC FITOUTS",16492.87,36917.98
20/01/2026,"CREDIT INTEREST PAID",18.33,36936.31
20/01/2026,"VISA PURCHASE 20/01 BP PENRITH NSW",-135.01,36801.30
21/01/2026,"EFTPOS WOOLWORTHS 8277 PARRAMATTA",-30.97,36770.33
22/01/2026,"EFTPOS BUNNINGS WAREHOUSE 1292",-729.85,36040.48
22/01/2026,"VISA PURCHASE 22/01 MITRE 10 BRISBANE QL",-519.67,35520.81
22/01/2026,"PAYROLL 600142",-14354.76,21166.05
23/01/2026,"BPAY 768863 BLACKTOWN CITY COUNCIL RATES",-708.08,20457.97
26/01/2026,"VISA PURCHASE 26/01 AMPOL SYDNEY NS",-107.68,20350.29
26/01/2026,"VISA PURCHASE 26/01 XERO.COM",-70.00,20280.29
28/01/2026,"VISA PURCHASE 28/01 BUNNINGS 5181 SPRINGVALE",-704.18,19576.11
28/01/2026,"VISA PURCHASE 28/01 AMPOL PARRAMATTA",-55.10,19521.01
29/01/2026,"DIRECT CREDIT 539016 PACIFIC FITOUTS",12029.78,31550.79
30/01/2026,"DIRECT DEBIT 509343 CGU BUSINESS INSURANCE",-486.00,31064.79
30/01/2026,"VISA PURCHASE 30/01 COLES 8936",-84.92,30979.87
30/01/2026,"PAYROLL 593051",-16562.36,14417.51
31/01/2026,"OSKO PAYMENT FROM REDGUM PROJECTS INV 127446",2882.29,17299.80
31/01/2026,"VISA PURCHASE 31/01 MICROSOFT 365",-162.52,17137.28
02/02/2026,"EFTPOS BUNNINGS WAREHOUSE 2175",-2377.53,14759.75
02/02/2026,"DIRECT DEBIT 128878 REECE PLUMBING",-1677.27,13082.48
02/02/2026,"VISA PURCHASE 02/02 AMPOL MELBOURNE VI",-166.51,12915.97
03/02/2026,"OSKO PAYMENT FROM PACIFIC FITOUTS INV 815602",9629.74,22545.71
03/02/2026,"CREDIT INTEREST PAID",14.65,22560.36
04/02/2026,"VISA PURCHASE 04/02 XERO.COM",-70.00,22490.36
04/02/2026,"INTEREST CHARGED",-398.56,22091.80
04/02/2026,"OSKO PAYMENT TO APEX ELECTRICAL PTY LTD 700933",-6501.74,15590.06
05/02/2026,"VISA PURCHASE 05/02 BUNNINGS 6745 MELBOURNE VI",-705.87,14884.19
05/02/2026,"ACCOUNT KEEPING FEE",-10.00,14874.19
06/02/2026,"VISA PURCHASE 06/02 MITRE 10 PARRAMATTA",-227.26,14646.93
06/02/2026,"DIRECT DEBIT 442975 NRMA INSURANCE",-142.00,14504.93
06/02/2026,"VISA PURCHASE 06/02 OFFICEWORKS 4311 GEELONG VIC",-51.70,14453.23
06/02/2026,"VISA PURCHASE 06/02 BAKERS DELIGHT 1981",-60.62,14392.61
06/02/2026,"LOAN REPAYMENT 204755 EQUIPMENT FINANCE",-1840.00,12552.61
08/02/2026,"DIRECT DEBIT 454001 TELSTRA CORP",-207.50,12345.11
09/02/2026,"EFTPOS BUNNINGS WAREHOUSE 2536",-667.41,11677.70
11/02/2026,"DEPOSIT NORTHSIDE BUILDERS PROGRESS CLAIM 447921",28879.26,40556.96
12/02/2026,"DIRECT CREDIT 719420 K&L DEVELOPMENTS",6828.51,47385.47
12/02/2026,"EFTPOS 6604 SPRINGVALE",-289.20,47096.27
13/02/2026,"DIRECT DEBIT 811251 REECE PLUMBING",-588.23,46508.04
13/02/2026,"VISA PURCHASE 13/02 BAKERS DELIGHT 8057",-64.54,46443.50
13/02/2026,"DIRECT DEBIT 805211",-299.76,46143.74
14/02/2026,"PAYROLL 942432",-16478.09,29665.65
16/02/2026,"EFTPOS CALTEX 6723",-92.93,29572.72
16/02/2026,"EFTPOS WOOLWORTHS 9064 BLACKTOWN",-147.90,29424.82
17/02/2026,"DIRECT CREDIT 876228 ATLAS PROPERTY GRP",13499.95,42924.77
18/02/2026,"OSKO PAYMENT FROM NORTHSIDE BUILDERS INV 587043",16734.44,59659.21
18/02/2026,"EFTPOS BUNNINGS WAREHOUSE 6904",-937.65,58721.56
18/02/2026,"BPAY 640663 AGL ENERGY",-496.62,58224.94
22/02/2026,"EFTPOS CALTEX 6393",-85.06,58139.88
24/02/2026,"VISA PURCHASE 24/02 COLES 8168",-133.04,58006.84
25/02/2026,"VISA PURCHASE 25/02 BUNNINGS 7972 PENRITH NSW",-702.11,57304.73
25/02/2026,"VISA PURCHASE 25/02 AWS EMEA AUD",-157.15,57147.58
26/02/2026,"DIRECT CREDIT 778597 BRIGHTON HOMES",18059.06,75206.64
26/02/2026,"TRANSFER TO 142346 YARD RENT MONTHLY",-3300.00,71906.64
26/02/2026,"PAYROLL 580154",-17654.64,54252.00
26/02/2026,"TRANSFER TO J MCKENZIE CONTRACTING",-3330.89,50921.11
27/02/2026,"TRANSFER 925605",-3755.42,47165.69
02/03/2026,"EFTPOS BUNNINGS WAREHOUSE 3750",-359.72,46805.97
02/03/2026,"DIRECT DEBIT 506552 AUSTRALIANSUPER SGC",-1786.75,45019.22
03/03/2026,"DIRECT CREDIT 478883 REDGUM PROJECTS",15391.66,60410.88
03/03/2026,"VISA PURCHASE 03/03 OFFICEWORKS 4309 GEELONG VIC",-404.23,60006.65
04/03/2026,"EFTPOS WOOLWORTHS 6486 SPRINGVALE",-28.04,59978.61
05/03/2026,"DIRECT CREDIT 119940 HARBOUR CIVIL",8838.07,68816.68
05/03/2026,"VISA PURCHASE 05/03 AMPOL PENRITH NSW",-179.83,68636.85
06/03/2026,"VISA PURCHASE 06/03 BUNNINGS 1710 SPRINGVALE",-2381.08,66255.77
06/03/2026,"VISA PURCHASE 06/03 AMPOL SYDNEY NS",-159.41,66096.36
06/03/2026,"TRANSFER TO J MCKENZIE CONTRACTING",-7031.84,59064.52
06/03/2026,"PAYMENT A NGUYEN",-939.32,58125.20
08/03/2026,"VISA PURCHASE 08/03 BUNNINGS 6807 RICHMOND VIC",-2032.20,56093.00
09/03/2026,"ACCOUNT KEEPING FEE",-10.00,56083.00
10/03/2026,"OSKO PAYMENT FROM CENTENNIAL GROUP INV 365902",15133.18,71216.18
11/03/2026,"DEPOSIT ATLAS PROPERTY GRP PROGRESS CLAIM 852628",34167.60,105383.78
11/03/2026,"VISA PURCHASE 11/03 COLES 2973",-67.06,105316.72
12/03/2026,"VISA PURCHASE 12/03 AMPOL PENRITH NSW",-110.28,105206.44
12/03/2026,"OSKO PAYMENT TO SOUTHERN CONCRETING PTY LTD 822811",-1619.24,103587.20
12/03/2026,"DIRECT DEBIT 763963",-135.28,103451.92
13/03/2026,"OSKO PAYMENT FROM NORTHSIDE BUILDERS INV 341207",15600.12,119052.04
13/03/2026,"VISA PURCHASE 13/03 BUNNINGS 5060 MELBOURNE VI",-257.61,118794.43
13/03/2026,"INTEREST CHARGED",-388.98,118405.45
16/03/2026,"DIRECT DEBIT 715565 NRMA INSURANCE",-142.00,118263.45
17/03/2026,"VISA PURCHASE 17/03 BUNNINGS 7657 PENRITH NSW",-1446.31,116817.14
17/03/2026,"VISA PURCHASE 17/03 BAKERS DELIGHT 9310",-14.08,116803.06
18/03/2026,"OSKO PAYMENT FROM K&L DEVELOPMENTS INV 786594",12727.78,129530.84
18/03/2026,"EFTPOS CALTEX 1964",-204.92,129325.92
18/03/2026,"VISA PURCHASE 18/03 OFFICEWORKS 7508 MELBOURNE VI",-290.27,129035.65
18/03/2026,"EFTPOS WOOLWORTHS 7765 NEWCASTLE",-64.23,128971.42
19/03/2026,"DIRECT DEBIT 620621 REECE PLUMBING",-968.73,128002.69
19/03/2026,"PAYROLL 360534",-18208.24,109794.45
20/03/2026,"LOAN REPAYMENT 484432 EQUIPMENT FINANCE",-1840.00,107954.45
20/03/2026,"OSKO PAYMENT TO SOUTHERN CONCRETING PTY LTD 128885",-8159.48,99794.97
21/03/2026,"OSKO PAYMENT FROM CENTENNIAL GROUP INV 472006",10092.75,109887.72
21/03/2026,"EFTPOS ULTRA TUNE PARRAMATTA",-862.15,109025.57
22/03/2026,"OSKO PAYMENT TO J MCKENZIE PTY LTD 244260",-5306.83,103718.74
23/03/2026,"VISA PURCHASE 23/03 BP PARRAMATTA",-148.19,103570.55
23/03/2026,"BPAY 853791 AGL ENERGY",-248.19,103322.36
24/03/2026,"EFTPOS TRADELINK 8753 GEELONG VIC",-799.76,102522.60
26/03/2026,"OSKO PAYMENT FROM K&L DEVELOPMENTS INV 436600",13134.29,115656.89
26/03/2026,"CREDIT INTEREST PAID",5.90,115662.79
26/03/2026,"VISA PURCHASE 26/03 MICROSOFT 365",-339.36,115323.43
26/03/2026,"VISA PURCHASE 26/03 COLES 8310",-112.09,115211.34
27/03/2026,"EFTPOS BUNNINGS WAREHOUSE 7946",-2165.10,113046.24
27/03/2026,"DIRECT DEBIT 692324 REECE PLUMBING",-2163.59,110882.65
27/03/2026,"EFTPOS CALTEX 5188",-163.12,110719.53
27/03/2026,"DIRECT DEBIT 894127 TELSTRA CORP",-248.60,110470.93
28/03/2026,"EFTPOS BUNNINGS WAREHOUSE 8362",-2093.40,108377.53
28/03/2026,"EFTPOS 3044 MELBOURNE VI",-137.20,108240.33
29/03/2026,"PAYROLL 234732",-15382.88,92857.45
30/03/2026,"DIRECT CREDIT 590470 ATLAS PROPERTY GRP",15025.80,107883.25
30/03/2026,"EFTPOS CALTEX 4427",-176.02,107707.23
30/03/2026,"VISA PURCHASE 30/03 BAKERS DELIGHT 3764",-48.42,107658.81
31/03/2026,"DEPOSIT HARBOUR CIVIL PROGRESS CLAIM 670859",28950.33,136609.14
31/03/2026,"VISA PURCHASE 31/03 MITRE 10 SPRINGVALE",-80.37,136528.77
01/04/2026,"DIRECT CREDIT 844431 MERIDIAN CONSTRUCTIONS",17105.65,153634.42
03/04/2026,"INTERNATIONAL TRANSACTION FEE",-7.15,153627.27
03/04/2026,"DIRECT DEBIT 668474 NSW FAIR TRADING LICENCE",-357.62,153269.65
06/04/2026,"VISA PURCHASE 06/04 AMPOL SPRINGVALE",-148.23,153121.42
06/04/2026,"VISA PURCHASE 06/04 XERO.COM",-70.00,153051.42
06/04/2026,"INTEREST CHARGED",-398.89,152652.53
06/04/2026,"OSKO PAYMENT TO TRUE LINE PLUMBING PTY LTD 358705",-2929.14,149723.39
07/04/2026,"VISA PURCHASE 07/04 BUNNINGS 1141 BRISBANE QL",-695.39,149028.00
07/04/2026,"EFTPOS WOOLWORTHS 3242 MELBOURNE VI",-114.84,148913.16
08/04/2026,"DIRECT CREDIT 492521 PACIFIC FITOUTS",10442.45,159355.61
08/04/2026,"BPAY 503909 AGL ENERGY",-477.73,158877.88
09/04/2026,"VISA PURCHASE 09/04 AWS EMEA AUD",-309.33,158568.55
09/04/2026,"PAYROLL 752245",-15927.89,142640.66
10/04/2026,"VISA PURCHASE 10/04 BUNNINGS 6461 RICHMOND VIC",-360.45,142280.21
10/04/2026,"VISA PURCHASE 10/04 AMPOL GEELONG VIC",-199.65,142080.56
10/04/2026,"DIRECT DEBIT 759605 CGU BUSINESS INSURANCE",-486.00,141594.56
10/04/2026,"TRANSFER 834748",-3543.83,138050.73
13/04/2026,"OSKO PAYMENT FROM HARBOUR CIVIL INV 345949",11790.04,149840.77
13/04/2026,"VISA PURCHASE 13/04 BUNNINGS 4225 MELBOURNE VI",-998.50,148842.27
14/04/2026,"VISA PURCHASE 14/04 BP BRISBANE QL",-139.39,148702.88
15/04/2026,"VISA PURCHASE 15/04 COLES 2861",-49.35,148653.53
16/04/2026,"VISA PURCHASE 16/04 OFFICEWORKS 7934 SYDNEY NS",-79.52,148574.01
17/04/2026,"DIRECT CREDIT 138714 NORTHSIDE BUILDERS",10200.37,158774.38
17/04/2026,"VISA PURCHASE 17/04 MICROSOFT 365",-91.23,158683.15
17/04/2026,"DIRECT DEBIT 317223",-223.14,158460.01
18/04/2026,"VISA PURCHASE 18/04 BAKERS DELIGHT 1486",-43.46,158416.55
20/04/2026,"ACCOUNT KEEPING FEE",-10.00,158406.55
21/04/2026,"DIRECT CREDIT 380163 HARBOUR CIVIL",6248.05,164654.60
21/04/2026,"VISA PURCHASE 21/04 MITRE 10 GEELONG VIC",-75.34,164579.26
21/04/2026,"DIRECT DEBIT 541346 NRMA INSURANCE",-142.00,164437.26
21/04/2026,"INTERNATIONAL TRANSACTION FEE",-3.27,164433.99
21/04/2026,"TRANSFER TO TRUE LINE PLUMBING CONTRACTING",-2245.29,162188.70
22/04/2026,"EFTPOS BUNNINGS WAREHOUSE 4041",-1647.77,160540.93
22/04/2026,"LOAN REPAYMENT 442126 EQUIPMENT FINANCE",-1840.00,158700.93
23/04/2026,"DIRECT DEBIT 899716 REECE PLUMBING",-1153.14,157547.79
23/04/2026,"VISA PURCHASE 23/04 COLES 4076",-56.30,157491.49
24/04/2026,"TRANSFER TO 650626 YARD RENT MONTHLY",-3300.00,154191.49
25/04/2026,"VISA PURCHASE 25/04 AMPOL PENRITH NSW",-65.12,154126.37
26/04/2026,"EFTPOS BUNNINGS WAREHOUSE 6911",-1198.88,152927.49
27/04/2026,"VISA PURCHASE 27/04 COLES 4181",-160.76,152766.73
28/04/2026,"DEPOSIT K&L DEVELOPMENTS PROGRESS CLAIM 123725",9176.81,161943.54
28/04/2026,"EFTPOS ULTRA TUNE SPRINGVALE",-653.87,161289.67
29/04/2026,"OSKO PAYMENT FROM NORTHSIDE BUILDERS INV 997770",12273.18,173562.85
30/04/2026,"EFTPOS BUNNINGS WAREHOUSE 6801",-2019.93,171542.92
30/04/2026,"VISA PURCHASE 30/04 BP RICHMOND VIC",-110.54,171432.38
30/04/2026,"TRANSFER TO TRUE LINE PLUMBING CONTRACTING",-1729.59,169702.79
01/05/2026,"EFTPOS TRADELINK 1769 PARRAMATTA",-316.69,169386.10
02/05/2026,"VISA PURCHASE 02/05 AMPOL PARRAMATTA",-182.22,169203.88
03/05/2026,"DIRECT DEBIT 212566 REECE PLUMBING",-2136.10,167067.78
04/05/2026,"EFTPOS BUNNINGS WAREHOUSE 7515",-586.00,166481.78
04/05/2026,"VISA PURCHASE 04/05 MICROSOFT 365",-260.19,166221.59
05/05/2026,"DIRECT DEBIT 351642 TELSTRA CORP",-248.25,165973.34
05/05/2026,"TRANSFER TO TRUE LINE PLUMBING CONTRACTING",-3824.28,162149.06
06/05/2026,"OSKO PAYMENT FROM CENTENNIAL GROUP INV 891679",4998.48,167147.54
06/05/2026,"VISA PURCHASE 06/05 XERO.COM",-70.00,167077.54
06/05/2026,"VISA PURCHASE 06/05 OFFICEWORKS 2987 BLACKTOWN",-405.77,166671.77
06/05/2026,"ACCOUNT KEEPING FEE",-10.00,166661.77
08/05/2026,"EFTPOS WOOLWORTHS 6644 GEELONG VIC",-35.24,166626.53
10/05/2026,"OSKO PAYMENT FROM CENTENNIAL GROUP INV 624384",14717.29,181343.82
11/05/2026,"TRANSFER TO SOUTHERN CONCRETING CONTRACTING",-6736.05,174607.77
12/05/2026,"VISA PURCHASE 12/05 BUNNINGS 2347 BLACKTOWN",-1447.22,173160.55
12/05/2026,"DIRECT DEBIT 802963 NRMA INSURANCE",-142.00,173018.55
12/05/2026,"INTEREST CHARGED",-568.77,172449.78
13/05/2026,"VISA PURCHASE 13/05 AMPOL GEELONG VIC",-81.98,172367.80
13/05/2026,"BPAY 267195 ATO BUSINESS ACTIVITY STATEMENT",-11451.89,160915.91
14/05/2026,"CREDIT INTEREST PAID",15.03,160930.94
14/05/2026,"LOAN REPAYMENT 722801 EQUIPMENT FINANCE",-1840.00,159090.94
15/05/2026,"DIRECT CREDIT 596799 PACIFIC FITOUTS",17444.10,176535.04
16/05/2026,"EFTPOS BUNNINGS WAREHOUSE 9395",-496.27,176038.77
16/05/2026,"VISA PURCHASE 16/05 BAKERS DELIGHT 6346",-53.48,175985.29
17/05/2026,"TFR 532094",-465.57,175519.72
18/05/2026,"EFTPOS TRADELINK 4938 SYDNEY NS",-496.78,175022.94
19/05/2026,"DIRECT DEBIT 671618 AUSTRALIANSUPER SGC",-1945.78,173077.16
20/05/2026,"VISA PURCHASE 20/05 BUNNINGS 2934 BRISBANE QL",-1940.32,171136.84
20/05/2026,"VISA PURCHASE 20/05 BP NEWCASTLE",-178.39,170958.45
20/05/2026,"OSKO PAYMENT TO SOUTHERN CONCRETING PTY LTD 360673",-5989.87,164968.58
21/05/2026,"OSKO PAYMENT FROM ATLAS PROPERTY GRP INV 369202",14058.62,179027.20
22/05/2026,"VISA PURCHASE 22/05 OFFICEWORKS 9309 SPRINGVALE",-294.89,178732.31
22/05/2026,"TRANSFER TO 405390 YARD RENT MONTHLY",-3300.00,175432.31
22/05/2026,"EFTPOS WOOLWORTHS 5753 MELBOURNE VI",-106.24,175326.07
24/05/2026,"DIRECT DEBIT 173880 REECE PLUMBING",-1738.01,173588.06
25/05/2026,"OSKO PAYMENT FROM WESTFIELD RETAIL INV 750819",12050.05,185638.11
25/05/2026,"VISA PURCHASE 25/05 BUNNINGS 4730 BRISBANE QL",-1023.65,184614.46
25/05/2026,"VISA PURCHASE 25/05 MITRE 10 MELBOURNE VI",-736.75,183877.71
25/05/2026,"VISA PURCHASE 25/05 AMPOL BLACKTOWN",-164.93,183712.78
25/05/2026,"VISA PURCHASE 25/05 BAKERS DELIGHT 9144",-28.78,183684.00
25/05/2026,"TRANSFER TO J MCKENZIE CONTRACTING",-3657.35,180026.65
26/05/2026,"PAYROLL 733116",-14395.59,165631.06
27/05/2026,"EFTPOS BUNNINGS WAREHOUSE 2810",-2280.85,163350.21
27/05/2026,"BPAY 646866 AGL ENERGY",-448.45,162901.76
27/05/2026,"EFTPOS 1462 PENRITH NSW",-436.50,162465.26
28/05/2026,"VISA PURCHASE 28/05 AWS EMEA AUD",-252.42,162212.84
30/05/2026,"DIRECT DEBIT 205271",-109.87,162102.97
01/06/2026,"OSKO PAYMENT FROM WESTFIELD RETAIL INV 331240",7063.56,169166.53
01/06/2026,"VISA PURCHASE 01/06 MITRE 10 SYDNEY NS",-678.65,168487.88
01/06/2026,"VISA PURCHASE 01/06 AMPOL NEWCASTLE",-100.80,168387.08
02/06/2026,"EFTPOS BUNNINGS WAREHOUSE 7555",-1323.51,167063.57
02/06/2026,"TRANSFER TO SOUTHERN CONCRETING CONTRACTING",-3060.16,164003.41
04/06/2026,"VISA PURCHASE 04/06 AMPOL PENRITH NSW",-60.32,163943.09
04/06/2026,"VISA PURCHASE 04/06 AWS EMEA AUD",-239.60,163703.49
04/06/2026,"VISA PURCHASE 04/06 COLES 5669",-175.79,163527.70
04/06/2026,"PAYROLL 835776",-16013.01,147514.69
04/06/2026,"BPAY 369631 BLACKTOWN CITY COUNCIL RATES",-930.75,146583.94
04/06/2026,"TRANSFER TO D PATEL CARPENTRY CONTRACTING",-8098.04,138485.90
05/06/2026,"VISA PURCHASE 05/06 BUNNINGS 4885 PARRAMATTA",-510.89,137975.01
07/06/2026,"DIRECT CREDIT 981194 ATLAS PROPERTY GRP",18354.93,156329.94
08/06/2026,"EFTPOS WOOLWORTHS 8294 NEWCASTLE",-134.57,156195.37
08/06/2026,"ACCOUNT KEEPING FEE",-10.00,156185.37
09/06/2026,"VISA PURCHASE 09/06 AMPOL BRISBANE QL",-80.86,156104.51
09/06/2026,"INTERNATIONAL TRANSACTION FEE",-2.63,156101.88
10/06/2026,"DEPOSIT MERIDIAN CONSTRUCTIONS PROGRESS CLAIM 406260",20708.67,176810.55
10/06/2026,"VISA PURCHASE 10/06 BUNNINGS 4123 RICHMOND VIC",-1341.93,175468.62
10/06/2026,"EFTPOS TRADELINK 6968 PENRITH NSW",-1460.39,174008.23
10/06/2026,"TRANSFER TO 431145 YARD RENT MONTHLY",-3300.00,170708.23
11/06/2026,"OSKO PAYMENT FROM HARBOUR CIVIL INV 189471",4582.47,175290.70
11/06/2026,"OSKO PAYMENT TO J MCKENZIE PTY LTD 998094",-4865.85,170424.85
14/06/2026,"VISA PURCHASE 14/06 OFFICEWORKS 9814 SPRINGVALE",-91.37,170333.48
15/06/2026,"VISA PURCHASE 15/06 AMPOL PENRITH NSW",-140.34,170193.14
15/06/2026,"DIRECT DEBIT 682444 NRMA INSURANCE",-142.00,170051.14
16/06/2026,"DIRECT CREDIT 110622 ATLAS PROPERTY GRP",6007.44,176058.58
16/06/2026,"VISA PURCHASE 16/06 COLES 3521",-155.34,175903.24
17/06/2026,"VISA PURCHASE 17/06 AWS EMEA AUD",-25.84,175877.40
18/06/2026,"EFTPOS BUNNINGS WAREHOUSE 7778",-86.44,175790.96
18/06/2026,"VISA PURCHASE 18/06 BP GEELONG VIC",-149.61,175641.35
18/06/2026,"EFTPOS 8577 BLACKTOWN",-513.67,175127.68
19/06/2026,"VISA PURCHASE 19/06 BUNNINGS 1896 SYDNEY NS",-331.28,174796.40
19/06/2026,"TRANSFER 676471",-3050.18,171746.22
22/06/2026,"VISA PURCHASE 22/06 BP MELBOURNE VI",-127.19,171619.03
22/06/2026,"TRANSFER TO D PATEL CARPENTRY CONTRACTING",-3182.27,168436.76
23/06/2026,"CREDIT INTEREST PAID",6.26,168443.02
23/06/2026,"PAYMENT A NGUYEN",-2299.06,166143.96
24/06/2026,"OSKO PAYMENT FROM REDGUM PROJECTS INV 162653",4965.33,171109.29
24/06/2026,"DIRECT DEBIT 896616 TELSTRA CORP",-214.13,170895.16
24/06/2026,"INTEREST CHARGED",-488.88,170406.28
25/06/2026,"EFTPOS BUNNINGS WAREHOUSE 1148",-192.90,170213.38
26/06/2026,"VISA PURCHASE 26/06 MITRE 10 GEELONG VIC",-49.88,170163.50
27/06/2026,"OSKO PAYMENT FROM NORTHSIDE BUILDERS INV 734931",7648.90,177812.40
29/06/2026,"VISA PURCHASE 29/06 BP PARRAMATTA",-184.72,177627.68
29/06/2026,"PAYROLL 630425",-15130.40,162497.28
29/06/2026,"TRANSFER TO SOUTHERN CONCRETING CONTRACTING",-7371.41,155125.87
